product,product_category
RISCAL CHIREL RESERVA,1
RISCAL RIOJA GRAND RESERVE,1
RISCAL RIOJA RESERVA,0
RISCAL RUEDA WHITE,1
SAN PEDRO SAUVIGNON BLANC,1
STACK WINES CABERNET SAUVIGNON  PK,0
STACK WINES CHARDONNAY  PK,1
STACK WINES CHARISMA RED  P,1
STACK WINES PINOT GRIGIO  PK,1
LLANO GEWURZTRAMINER,1
LLANO PINOT GRIGIO,1
LLANO RIESLING,1
LLANO SAUVIGNON BLANC,1
LLANO SHIRAZ,0
LLANO SIGNATURE RED,0
LLANO SIGNATURE WHITE,1
LLANO VIVA ROSSO,0
LLANO HARVEST RED,0
LLANO MONTEPULCIANO,0
LLANO PRELUDE,1
LLANO RAIDER WHITE ZINFANDEL,2
LLANO CABERNET SAUVIGNON,0
LLANO CHARDONNAY,1
LLANO MERLOT,0
LLANO MOSCATO,1
LLANO RED MOSACTO,0
LLANO CABERNET SAUVIGNON CELLAR RESERVE,0
LLANO CHARDONNAY CELLAR RESERVE,1
LLANO MERLOT CELLAR RESERVE,0
LLANO PORT CELLAR SELECT,4
LLANO TEMP CELLAR CABERNET SAUVIGNON RESERVE,0
LLANO RED,0
LLANO VIVIANA,0
LLANO BLUSH,2
LLANO CHENIN BLANC,1
LLANO SANGRIA,4
LLANO SWEET RED,0
LOS PINOS RANCH ALL MY XS,0
LOS PINOS RANCH GR RESERVE BIN ,0
LOS PINOS RANCH PNKY TUSCANDRO,2
LOS PINOS RANCH SANGIOV BIN ,0
LOS PINOS RANCH SWT RODEO RED,0
LOS PINOS RANCH TEXICAN,0
LOS PINOS RANCH VERMENTINO,1
LEPAYRIE RED,0
L EPAYRIE WHITE,0
HOOK LINE SINKER RED,0
LA DIOSA SANGRIA,4
MCPHERSON CELLARS ALBARINO,1
MCPHERSON CELLARS CABERENT SAUVIGNON,0
MCPHERSON CELLARS CHENIN BLANC,1
MCPHERSON CELLARS DBS,0
MCPHERSON CELLARS DRY ROSE,2
MCPHERSON CELLARS EL PAVO,0
MCPHERSON CELLARS LA HERENCIA,0
MCPHERSON CELLARS LES COPAINS ROSE,2
MCPHERSON CELLARS GRENACHE SYRAH,0
MCPHERSON CELLARS ROUSSANNE,1
MCPHERSON CELLARS ROUSANNE RESERVE,1
MCPHERSON CELLARS SANGIOVESE,0
MCPHERSON CELLARS SANGIOVES RESERVE,0
MCPHERSON CELLARS TREMPANIO MUY GRANDE,0
MCPHERSON CELLARS TRE COLORE RED BLEND,0
MCPHERSON CELLARS VIOGNIER,1
PAPPASITOS SANGRIA NL,4
PATIO SANGRIA,4
DEEP RED,0
MESSINA ANGEL LH RIESLING NL,1
MESSINA BARREL CABERNET FRANC,0
MESSINA BARREL CABERNET SAUVIGNON RESERVE,0
MESSINA BARREL MERLOT,0
MESSINA BARREL PINOT NOIR,0
MESSINA BARREL PORT,1
MESSINA BARREL SHIRAZ,0
MESSINA BARREL ZIN,1
MESSINA BEAU JOLEE,1
MESSINA BONFIRE BLUSH,2
MESSINA CABERNET SAUVIGNON FISHER HOUSE,0
MESSINA CABERNET FRANC SV CEDAR CR,0
MESSINA CABERNET SAUVIGNON REAGAE,0
MESSINA CHARDONNAY UN OAK,1
MESSINA CHENIN BLANC,1
MESSINA GEWURZTRAMINER,1
MESSINA MAMA ROSA ROSE,1
MESSINA MERLOT PVT RESERVE,0
MESSINA MERLOT SV REAGAE,0
MESSINA MOSCATO NATURALLY SWT,1
MESSINA MUSCAT CANELLI,1
MESSINA MUSCAT CANELLI LH,1
MESSINA PINOT GRIGIO,1
MESSINA PORT OF CALL EBONY,1
MESSINA PORT TAWNY ,1
MESSINA PRIVATE RESERVE CABERNET SAUVIGNON,0
MESSINA PVT RESERVE CABERNET FRANC,0
MESSINA PVT RESERVE CHARDONNAY,1
MESSINA PVT RESERVE PINOT NOIR,0
MESSINA PVT RESERVE PORT,1
MESSINA PVT RESERVE TX ZIN,1
MESSINA REFLECTIONS PVT RESERVE,1
MESSINA RIESLING FATHER SON,1
MESSINA ROMANCE BLUSH,2
MESSINA SHIRAZ SV CEDAR CR,0
MESSINA SOFIA MARIE ROSE,1
MESSINA SWEET SANGRIA,4
MESSINA TEXAS HOLD EM RED,1
MESSINA TEXAS HOLD EM WHITE,1
MESSINA TX CNTRY CHRISTMAS RESERVE,1
PAULO CABERNET SAUVIGNON WD,0
PAULO MERITAGE RED WD,0
PAULO PORT WD ,0
ANAKENA CABERNET SAUVIGNON,0
ANAKENA CARMENERE,0
ANAKENA CHARDONNAY,1
ANAKENA MERLOT,0
ANAKENA PINOT NOIR ONA,0
ANAKENA RED ONA SPCL RESERVE,0
ANAKENA SAUVIGNON BLANC,1
ESTEIO VINHO VERDE,4
FINCA FLCHMN PAISAJE BARR NATL,0
FINCA FLICHMAN CABERNET SAUVIGNON,0
FINCA FLICHMAN CABERNET SAUVIGNON MIST,0
FINCA FLICHMAN CHARDONNAY,1
FINCA FLICHMAN CHARDONNAY MISTERIO,1
FINCA FLICHMAN DED NATL,0
FINCA FLICHMAN EXTRA BRUT,3
FINCA FLICHMAN MALBEC,0
FINCA FLICHMAN MALBEC MISTERIO,0
FINCA FLICHMAN MALBEC RESERVE,0
FINCA FLICHMAN TORRONTES,1
FINCA FLICHMAN TUPUNGATO NATL,0
FRAMINGHAM SAUVIGNON BLANC,1
GAZELA ROSE,2
GAZELA SPARKLING,3
GAZELA VINHO VERDE,4
LE CAPRICE CLEMENTINE ROSE,2
MATEUS ROSE,2
MONTECILLO CRIANZA,0
OSBORNE CREAM SHERRY,4
OSBORNE FINO PALEDRY SHRRY,4
OSBORNE MANZANILLA,4
OSBORNE MEDIUM SHERRY P,4
OSBORNE PEDRO XIMENEZ,4
OSBORNE PORT RUBY P,4
OSBORNE PORT TWNY P,4
VINHA DO MONTE RED,0
IL BASTARDO SANGIOVESE,0
LA BASTARDA PINOT GRIGIO,1
RENZO MASI CHIANTI RUF,0
RENZO MASI CHIANTI RUF RESERVE,0
AGRO ARGENTO NERO D AVOLA,0
GIOIOSO MOSCATO SC,1
LA GIOIOSA PROSECCO TREVISO,3
LA GIOIOSA VALD PROSECCO,3
LA VILLA CHIANTI,0
LA VILLA PINOT GRIGIO,1
CAMINADA MALBEC,0
CON CARNE MERLOT,0
CON CARNE SAUVIGNON BLANC,1
FUBAR RED,0
FUBAR WHITE,1
UNSEEN RED WINE,0
VOLERE MERLOT PINOT NOIR BOX,0
VOLERE PINOT GRIGIO BOX,1
VOLERE ROSE BOX,0
DARCIE KENT CABERNET SAUVIGNON M RANCH,0
DARCIE KENT GRUNER VELT KEG,0
DARCIE KENT PINOT NOIR RAVA KEG,0
DARCIE KENT CABERNET SAUVIGNON CNTRL COAST,0
DARCIE KENT CHARDONNAY CNTRL COAST,1
DARCIE KENT CHARDONNAY DEMAYO,1
DARCIE KENT CHARDONNAY WP,1
DARCIE KENT GRUNER VELT,0
DARCIE KENT MERLOT PICAZO,0
DARCIE KENT PINOT NOIR WP,0
DARCIE KENT P SYRAH MADDEN,0
DARCIE KENT SAUVIGNON BLANC,1
CASTILLO DE LA ZARZAS RED,0
CASTILLO DE LA ZARZAS WHITE,1
GRAN VINA SANGRIA WF,4
GRAN VINA WHT SANGRIA,4
MICHEL LELU PINOT NOIR WF,0
PENASOL SANGRIA,4
ROGER D ANOIA BRUT WF,3
TAVERN BIANCO,0
TAVERN ROSSO,0
TAVERN SANGIOVESE,0
TINTO SANGRIA,4
BACKSTORY CABERNET SAUVIGNON,0
BACKSTORY CHARDONNAY,1
BACKSTORY MERLOT,0
BACKSTORY SAUVIGNON BLANC,1
CAMELOT CABERNET SAUVIGNON NP,0
CAMELOT CHARDONNAY,1
CAMELOT MERLOT NP,0
CAMELOT PINOT GRIGIO,1
CAMELOT PINOT NOIR,0
PEPI CHARDONNAY NL,1
PEPI PINOT GRIGIO,1
TIN ROOF CABERNET SAUVIGNON NL,0
TIN ROOF CHARDONNAY NL,1
TIN ROOF MERLOT NL,0
TIN ROOF RED BLEND NL,0
TIN ROOF SAUVIGNON BLANC NL,1
TIN ROOF ZIN,0
ALTA LUNA PINOT GRIGIO,1
ALTA LUNA PINOT NOIR,0
ALTA LUNA PHASES,0
ARROGANT FROG LILY PAD PINOT NOIR,0
ARROGANT FROG LILY PAD RED,0
ARROGANT FROG LILY PAD WHITE,1
BISANZIO MONTEPULCIANO,0
BISANZIO PINOT GRIGIO,1
BLUEFISH RIESLING,1
BLUEFISH RED,0
BLUEFISH SWEET RIESLING,1
CALLIA ALTA MALBEC,0
CALLIA ALTA PINOT GRIGIO,1
CALLIA ALTA SHIRAZ,0
CALLIA ALTA TORRONTES,1
CAVIT CABERNET SAUVIGNON,0
CAVIT CHARDONNAY,1
CAVIT MERLOT,0
CAVIT MOSCATO,1
CAVIT RIESLING,1
CINZANO ASTI,4
CINZANO PROSECCO,3
CITRA CHARDONAY,1
CITRA MERLOT,0
CITRA MONTEPULCIANO,0
CITRA SANGIOVESSE,0
CITRA CABERNET SAUVIGNON,0
CITRA CHARDONNAY,1
CITRA PINOT GRIGIO,1
CITRA PINOT NOIR,0
CITRA SANGIOVESE,0
CITRA TREBBIANO,1
CONDESA DE LEGANZA CRIANZA,0
EBEIA RED,0
EL PORTILLO CABERNET SAUVIGNON,0
EL PORTILLO CHARDONNAY,1
EL PORTILLO MALBEC,0
EL PORTILLO MERLOT,0
EL PORTILLO PINOT NOIR,0
EL PORTILLO SAUVIGNON,1
ENRICO SERAFINO MOSCATO,1
FAUSTINO CRIANZA,0
FAUSTINO GRAN RESERVA,0
FAUSTINO RIOJA,0
FAUSTINO BLANCO,1
LA MADELEINE CABERNET SAUVIGNON MERLOT,0
LA MADELEINE CHARDONNAY VIOGNIER,1
LANCERS WHITE,1
LUNETTA PROSECCO,3
LUNETTA ROSE,2
MARQUIS DE LA TOUR CUVEE DEMISEC,3
MONDORO ASTI SPUMANTE,3
NATIVA CABERNET SAUVIGNON RESERVE,0
NATIVA CARMENERE RESERVE,0
NATIVA SAUVIGNON BLANC,1
NIRO MONTEPULCIANO D ABRUZZO,0
NIRO PECORINO WHITE,1
PERIQUITA WHITE,1
PETALO MOSCATO SPUMANTE,3
PICCO PINOT GRIGIO,1
PICCO RED BLEND,0
PORTA VITA BIANCO,1
PORTA VITA ROSATO,0
PRINCIPATO CABERNET SAUVIGNON MERLOT,0
PRINCIPATO PINOT GRIGIO,1
PRINCIPATO PINOT GRIGIO CHARDONNAY,1
PRINCIPATO PINOT NOIR,0
REMY PANNIER VOUVRAY,1
ROCCA DELLE MACIE CHIANTI CLASSICO RISERVA,0
ROCCA DELLE MACIE MOONLITE,1
ROCCA DELLE MACIE ORIVETO,1
ROCCA DELLE MACIE RUBIZZO,0
ROCCA DELLE MACIE SASYR ROSSO,0
ROCCA DELLE MACIE VERNACCIA,1
ROCCA DELLE MACIE FIZZANO,0
ROCCA DELLE MACIE DI SCANSANO,0
ROCCA DELLE MACIE MORELLINO,0
ROCCA DELLE MACIE ROCCATO,0
ROCCA DELLE MACIE SER GIOVETTO,0
ROCCA DELLE MACIE SANT ALFONSO,0
ROSCATO BIANCO DOLCE,1
SANTA RITA CHARDONNAY,1
SANTA RITA MERLOT,0
SANTA RITA MOSCATO,1
SANTA RITA SAUVIGNON BLANC,1
SANTA RITA RED BLEND,0
SANTA RITA PINOT NOIR,0
SANTA RITA SYRAH,0
SANTA RITA MALBEC,0
SANTANA TEMPRANILLO,0
STRACCALI PINOT GRIGIO,1
TERRA ANDINA CABERNET SAUVIGNON,0
TERRA ANDINA CARMENERE,0
TERRA ANDINA MALBEC,0
TERRA ANDINA MOSCATO,1
TERRA ANDINA SAUVIGNON BLANC,1
TERREDAVINO BARBERA,0
TERREDAVINO MOSCATO,1
TEXAS DE BRAZIL CABERNET SAUVIGNON,0
TEXAS DE BRAZIL CHARDONNAY,1
TEXAS DE BRAZIL MERLOT,0
TEXAS DE BRAZIL PINOT NOIR,0
TEXAS DE BRAZIL SAUVIGNON BLANC,1
TWIN VINES ROSE,2
VIDONYA VINHO VERDE,4
RAZORS EDGE SHIRAZ,0
FIRST VINE RED,0
FIRST VINE WHITE,1
THOMAS SCOTT CHARDONNAY GR RESERVE,1
THOMAS SCOTT PINOT NOIR GR RESERVE,0
UNWINDED SAUVIGNON BLANC NAPA,1
JACOBS CREEK SHIRAZ CABERNET SAUVIGNON,0
ZED SPARKLING MOSCATO ROSE,3
DEZZANI MALVASIA,1
DEZZANI MOSCATO,1
HEADBANGER ZIN CALIFORNIA,0
HEADBANGER ZIN SONOMA,0
PRIMUS RED,0
PRIMUS CABERNET SAUVIGNON,0
PRIMUS CARMENERE,0
PRIMUS MALBEC,0
VERAMONTE CABERNET SAUVIGNON RESERVE,0
VERAMONTE CARMENERE RESERVE,0
VERAMONTE CHARDONNAY RESERVE,1
VERAMONTE RED BLEND,0
VERAMONTE RED QUOTATION,0
VERAMONTE SAUVIGNON BLANC,1
VERAMONTE SAUVIGNON BLANC RESERVE,1
CASALNOVA MOSCATO,1
CASALNOVA PROSECCO FRIZZANTE,3
FRATELLI MOSCATO D ASTI,3
FRATELLI CHIANTI,0
FRATELLI MONTEPULCIANO,0
FRATELLI MOSCATO PUGLIA,1
FRATELLI PINOT GRIGIO,1
FRATELLI PINK MOSCATO,2
GO MOSCATO,3
GO SECCO FRIZZANTE,3
LIKE IT CHARDONNAY,1
MOCHETTO M,2
MORSE CODE CHARDONNAY,1
MORSE CODE RED,1
NAVARRO LOPEZ CRIANZA OV,0
NAVARRO LOPEZ GRAN RESERVA OV,0
NEW AGE RED,0
NEW AGE ROSE,2
NEW AGE WHITE,1
PANCHO SANGRIA,4
PARINGA CABERNET SAUVIGNON,0
PARINGA SPARKLING SHIRAZ,3
PILLAR BOX WHITE,1
REAL COMPANIA BLANCO,0
REAL COMPANIA GARNACHA,0
REAL COMPANIA ROSADO,0
REAL COMPANIA TEMPRANILLO,0
REAL COMPANIA VERDEJO,0
SENSUAL CABERNET SAUVIGNONp,0
SENSUAL TORRONTES,1
TROPICAL PASSION FRUIT MOSCATO,4
REATA CHARDONNAY,1
REATA THREE COUNTY PINOT NOIR,0
WHIPLASH CHARDONNAY,1
WHIPLASH REDEMPTION,1
BANDANA CABERNET SAUVIGNON,0
BANDANA CHARDONNAY TORRONTES,1
BANDANA MALBEC,0
BANDANA MERLOT,0
BEACH HOUSE CHARDONNAY,1
BEACH HOUSE PINOT GRIGIO,1
BEACH HOUSE RED,1
BEACH HOUSE SAUV BL SEMILLON,1
BRAMPTON CHARDONNAY,1
BRAMPTON SAUVIGNON BLANC,1
CHAKRAS CABERNET SAUVIGNON,0
CHAKRAS MALBEC,0
DOUGLAS GREEN SAUVIGNON BLANC,1
DOUGLAS GREEN SHIRAZ,0
GIESEN SAUVIGNON BLANC SCREWCAP NL,1
HONEY BADGER SWEET RED,0
LUNA NUDA PINOT GRIGIO,1
PIKORUA SAUVIGNON BLANC,1
RIB SHACK RED,0
ROBERT OATLEY CABERNET SAUVIGNON,0
ROBERT OATLEY CABERNET MERLOT,0
ROBERT OATLEY CHARDONNAY OL,1
ROBERT OATLEY CHARDONNAY NL,1
ROBERT OATLEY PINOT GRIGIO,1
ROBERT OATLEY RIESLING SIG SERIESLING,1
ROBERT OATLEY ROSE,0
ROBERT OATLEY SAUVIGNON BLANC SIG SER,1
ROBERT OATLEY SAUVIGNON BLANC,1
ROBERT OATLEY SHIRAZ OL,0
ROBERT OATLEY SHIRAZ NL,0
SWEET TOOTH SWEET MOSCATO,1
SWEET TOOTH SWT PINK,2
SWEET TOOTH SWT RED,0
SWEET TOOTH SWT WHITE,1
TIC TOK CABERNET,0
TIC TOK CHARDONNAY,1
TIC TOK MERLOT,0
TIC TOK SAUV BL SEMILLON,0
TIC TOK SHIRAZ,0
ASS KISSER CHARDONNAY,1
ASS KISSER GRENACHE ROYAL,0
ASS KISSER RED BLEND,0
ASS KISSER SHIRAZ,0
CHOCOLATE BOX CABERNET SAUVIGNON,0
CHOCOLATE BOX GSM,0
CHOCOLATE BOX MOSCATO,1
CHOCOLATE BOX SHIRAZ,0
ROCLAND MVR EST,0
SWEET ASS SWT WHITE,1
EARTHSTONE CHARDONNAY,1
LANDING PLACE CHARDONNAY,1
RODNEY STRONG MERLOT,0
RODNEY STRONG SAUVIGNON BLANC,1
BRUNEL GARDINE CROZE HERM,0
CH LA GARDINE CDP ROUGE,0
CHATEAU LA GARDINE RASTEAU,4
CH ST ROCH COTE DU RHONE SR,1
CH ST ROCH LIRAC,1
GREAT WOLF LODGE MERLOT,0
GREAT WOLF LODGE PINOT GRIGIO,1
MADDALENA CABERNET SAUVIGNON,0
MADDALENA CHARDONNAY,1
SAN SIMEON CHARDONNAY,1
SAN SIMEON PINOT NOIR,0
STELLA ROSA PINK IL CONTE,3
STELLA ROSA ROSSO IL CONTE,3
STELLA ROSA BERRY IL CONTE,3
STELLA ROSA BIANCO IL CONTE,3
STELLA ROSA BLACK IL CONTE,3
STELLA ROSA MOSCATO IL CONTE,3
STELLA ROSA MOSCATO IMPERIAL,1
STELLA ROSA MOSCATO ORANGE IMP,1
STELLA ROSA PEACH IL CONTE,3
STELLA ROSA ROSE MOSCATO IMPER,2
WEBER LIEBFRAUMILCH,1
FRANZ ANTON PINOT NOIR,0
LAZY CAESAR BIANCO VENETO,1
LAZY CAESAR MONT ABRUZZO,1
LAZY CAESAR PINOT GRIGIO,1
LAZY CAESAR ROSSO TOSCANO,1
S SOHNE QBA BLUE,1
S SOHNE AUS BLUE,1
S SOHNE KAB BLUE,1
S SOHNE QBA PIES MICH,1
S SOHNE EISWEIN,4
S SOHNE AUS PIES MICH,1
S SOHNE KAB PIES MICH,1
S SOHNE SPAT PIES MICH,1
S SOHNE ZELLER SCHZE KATZ QBA,1
S VOLLRADS KAB,1
S VOLLRADS KAB MEDIUM DRY,1
S VOLLRADS QBA,1
S VOLLRADS QBA TROCK,1
S VOLLRADS SPAT,1
S SOHNE LIEBFRAUMILCH,1
S SOHNE GLUHWEIN CHRISTKINDL,4
S SOHNE GLUHWEIN WHITE,1
AGRIS P GRIS,1
S SOHNE RIESLING RELAX,1
S SOHNE FUNF PET,1
S SOHNE FUNF SANGRIA PET,4
S SOHNE FUNF SWT RED PET,1
S SOHNE FUNF,0
S SOHNE FUNF MOSCATO,1
S SOHNE FUNF SANGRIA,4
S SOHNE FUNF SWEET RED,1
S SOHNE FUNF WHITE SANGRIA,4
S SOHNE RELAX PINK,1
S SOHNE RELAX RED,0
S SOHNE RIESLING ANYTHING GOES,1
S SOHNE RIES P BLNC SPRSTITION,1
THOMAS SCHMITT EST QBA,1
THOMAS SCHMITT EST SPAT,1
THOMAS SCHMITT PIES GOLD QBA,1
THOMAS SCHMITT PIES GOLD SPAT,1
SESSI CABERNET SAUVIGNON NAPA,0
SESSI CHARDONNAY NAPA,1
SESSI SYRAH,0
THE RED ROOM RED BLEND,0
UNWINED CABERNET SAUVIGNON,0
UNWINED CHARDONNAY,1
UNWINED PINOT NOIR,0
GEKKEIKAN PLUM WINE,4
GEKKEIKAN SAKE LIGHT,4
GEKKEIKAN CAP ACE,4
GEKKEIKAN LIGHT SAKE,4
GEKKEIKAN SAKE NIGORI,4
GEKKEIKAN SAKE SUZAKU JUN GIN,4
GEKKEIKAN SAKE HAIKU,4
GEKKEIKAN SAKE GOLD,4
GEKKEIKAN BLACK GOLD,4
GEKKEIKAN BLACK GOLD GIFT SET,4
GEKKEIKAN SAKE SILVER,4
TRINITY UNIVERSITY ZIN,0
SILVERTAP CHARDONNAY KEG,1
SILVERTAP MERLOT KEG,0
SILVERTAP SAUVIGNON BLANC KEG,1
SISTER CREEK CABERNET SAUVIGNON MERLOT CABERNET FRANC,0
SISTER CRK CHARDONNAY,1
SISTER CRK MERLOT,0
SISTER CRK MUSCAT CANELLI,0
SISTER CRK PINOT NOIR,0
FOXTAIL WHT,1
LUCKY STAR CHARDONNAY CA,1
LUCKY STAR PINOT NOIR CA,0
MARC CELLARS CABERNET SAUVIGNON,0
MARC CELLARS CHARDONNAY,1
MARC CELLARS PINOT GRIGIO,1
MARC CELLARS PINOT NOIR,0
RED LIE ZIN,0
WHEELHOUSE CABERNET SAUVIGNON CPWM,0
WHEELHOUSE CHARDONNAY SONOMA,1
WHEELHOUSE COMBO GFT  P CPWM,0
ZYNTHESIS ZINFANDEL,0
DIA DE LOS MERLOT,0
BEATBOX BLU RZBRY LMNDE BIB,4
BEATBOX BOXARITA BIB OL,4
BEATBOX CRNBRY LIMEADE BIB,4
 HANDS MOSCATO,1
 HANDS PINOT GRIGIO,1
ANEW RIESLING,1
ANTINORI DE SALICI PROSECCO,3
ANTINORI TOSCANA BIANCO,1
CHATEAU ST MICHELLE MIMI CHARDONNAY,1
COLUMBIA CREST GEWURZTRAMINER,1
COLUMBIA CREST SAUVINGON BLANC,1
COLUMBIA CREST MERLOT GRAND ESTATES VS,0
COLUMBIA CREST GRAND ESTATES MOSCATO,1
COLUMBIA CREST PINOT GRIS GRAND ESTATES NL,0
COLUMBIA CREST GRAND ESTATES CHARDONNAY UNOAKED,1
COLUMBIA CREST RESERVE CABERNET SAUVIGNON AVA,0
COLUMBIA CREST LES CHEV HCOSCO,0
CHATEAU ST MICHELLE CHARDONNAY,1
CHATEAU ST MICHELLE PINOT GRIS,1
CHATEAU ST MICHELLE SAUVIGNON BLANC,1
CHATEAU ST MICHELLE INDIAN WELLS CHARDONNAY,1
CHATEAU ST MICHELLE INDIAN WELLS RED BLEND,0
CHATEAU ST MICHELLE CANOE RIDGE CABERNET SAUVIGNON,0
CHATEAU SAN MICHELLE ETHOS CABERNET SAUVIGNON,0
CHATEAU ST MICHELLE CANOE RIDGE CHARDONNAY,1
CHATEAU ST MICHELLE COLD CREEK MERLOT,0
CHATEAU ST MICHELLE RED ARTIST,0
DOM ST MICH BLANC DE NOIR,3
DOM ST MICH BRUT CUVEE NV,3
DOMAINE ST MICH EXTRA DRY OL,3
ERATH PINOT BLANC,1
ERATH PINOT GRIS,1
ESK VALLEY CHARDONNAY,1
ESK VALLEY MERLOT CABERNET SAUVIGNON,1
ESK VALLEY SAUVIGNON BLANC,1
O WINE CHARDONNAY,1
O WINE RED,1
RED DIAMOND MALBEC,0
RED DIAMOND PINOT NOIR,0
RED DIAMOND SHIRAZ,0
RED DIAMOND TEMPERAMENTAL RED,0
ANT SANTA CRISTINA VIN SANTO,4
ANT ORVIETO CAMPOGRANDE NEWUPC,1
ANT SANTA CRISTINA BIANCO,0
ANT SANTA CRISTINA CHIANTI,0
ANT SANTA CRISTINA PINOT GRIGIO,1
ANT SANTA CRISTINA RED MAESTRL,0
ANT SANTA CRISTINA SANGV NWUPC,0
SEVEN FALLS CABERNET SAUVIGNON,0
SEVEN FALLS CHARDONNAY,1
SEVEN FALLS MERLOT,0
SNOQUALMIE CABERNET SAUVIGNON NAKED,0
SNOQUALMIE CHARDONNAY NAKED,1
SNOQUALMIE SYRAH RESERVE,0
TORMARESCA CHARDONNAY NEWUPC,1
TORMARESCA MASS MAIME,0
TORMARESCA TORCIC,0
TORMARESCA TRENTANGELI,0
V MARIA PINOT GRIS PRVT BIN,1
MT EDEN PINOT NOIR GR RESERVE RR,0
MT EDEN PINOT NOIR SONOMA,0
ANGOVE VINES MOSCATO,1
ANGOVE VINES ROSE,0
ANGOVE VINES SHIRAZ VIOGNER,0
ANGOVE RED BELLY SHIRAZ ,0
ANGOVE ZIBIBBO PINK SPARKLING,0
ANGOVE ZIBIBO MOSCATO SPARKLING,3
ANGOVE CABERNET SAUVIGNON COONAWARRA,0
ANGOVE WARBOYS VINEYARD GRENACHE,0
ANGOVE SHIRAZ MCLAREN,0
ANGOVE WARBOYS VINEYARD SHIRAZ GRENACHE,0
ANGOVE THE MEDHYK SHIRAZ,0
AVISSI PROSECCO,3
BARBED WIRE MERITAGE,0
BOX SET PINOT GRIGIO HEB,1
CABULOUS CABERNET SAUVIGNON,0
CARMEN GRAN RESERVA CABERNET SAUVIGNON,0
CARMEN GRAN RESERVA CARMENERE,0
CARMEN GRAN RESERVA CHARDONNAY,1
CARMEN GRAN RESERVA MERLOT,0
CARMEN GRAN RESERVA PETITE SYRAH,0
CARMEN GRAN RESERVA SAUVIGNON BLANC,1
CLEAR BOTTLE BAY PINOT GRIGIO,1
CLEAR BOTTLE BAY WHITE ZIN,2
COMPLICATED CHARDONNAY,1
COMPLICATED RED BLEND,0
DONA PAULA LOS CARDOS CABERNET SAUVIGNON,0
DONA PAULA ESTATE CABERNET SAUVIGNON,0
DONA PAULA LOS CARDOS CHARDONNAY,1
DONA PAULA ESTATE CHARDONNAY,1
DONA PAULA MALBEC BODEGA,0
DONA PAULA LOS CARDOS MALBEC,0
DONA PAULA ESTATE BLACK EDITION,0
DONA PAULA LOS CARDOS SAUVIGNON BLANC,1
DONA PAULA ESTATE TORRONTES,1
DR ANGOVE SPECIAL RED BLEND,0
DREAM NO PINOT GRIGIO,1
DUCK COMMANDER CHARDONNAY WD DUCK,1
DUCK COMMANDER PINK MOSCATO MISS PRISS,2
DUCK COMMANDER RED TRIPLE THREAT,0
ECHO BAY SAUVIGNON BLANC MARLBOROUGH,1
FANCY PANTS CABERNET SAUVIGNON,0
FANCY PANTS CHARDONNAY,1
FANCY PANTS PINOT GRIGIO,1
FANCY PANTS RED BLEND,0
FOLIE A DEUX CABERNET SAUVIGNON,0
FOLIE A DEUX CHARDONNAY,1
FOLIE A DEUX MERLOT,0
FOLIE A DEUX PINOT NOIR,0
FOLIE A DEUX ZINFANDEL,0
MENAGE A TROIS CABERNET SAUVIGNON,0
MENAGE A TROIS CHARDONNAY,1
MENAGE A TROIS MALBEC,0
MENAGE A TROIS MERLOT,0
MENAGE A TROIS MOSCATO,1
MENAGE A TROIS PINOT GRIGIO,1
MENAGE A TROIS PINOT NOIR,0
MENAGE A TROIS ROSE,2
MENAGE A TROIS SAUVIGNON BLANC,1
HANDSOME DEVIL MALBEC,0
JARGON CHARDONNAY,1
JARGON PINOT NOIR,0
JOEL GOTT ALAKAI RED GSM BLEND,0
JOEL GOTT CABERNET SAUVIGNON RESERVE,0
JOEL GOTT CABERNET SAUVIGNON ,0
JOEL GOTT CHARDONNAY,1
JOEL GOTT EYE CHART RED,0
JOEL GOTT PINOT GRIS,1
JOEL GOTT PINOT NOIR CALIFORNIA,0
JOEL GOTT RIESLING,1
JOEL GOTT SAUVIGNON BLANC,1
JOEL GOTT ZINFANDEL,0
JUNEBUG MOSCATO,1
JUNEBUG PINOT GRIGIO,1
JUNEBUG PINOT NOIR,0
JUNEBUG RIESLING,1
JUNEBUG SAUVIGNON BLANC,1
LINGER PINOT NOIR,0
LITTLE BOOMEY CABERNET SAUVIGNON,0
LITTLE BOOMEY CHARDONNAY,1
LITTLE BOOMEY MERLOT,0
LOCK KEY MERITAGE,0
LONG ROCKS CABERNET SAUVIGNON HEB,0
LONG ROCKS CHARDONNAY HEB,1
LONG ROCKS PINOT GRIGIO HEB,1
LONG ROCKS MERLOT HEB,0
MAIN STREET MERLOT,0
MAIN STREET PINOT NOIR,0
MONTEVINA BARBERA,0
MONTEVINA CABERNET SAUVIGNON,0
MONTEVINA CHARDONNAY,1
MONTEVINA MERLOT,0
MONTEVINA PINOT GRIGIO,1
MONTEVINA ZINFANDEL AMADOR,0
NAPA CELLARS CABERNET SAUVIGNON,0
NAPA CELLARS CHARDONNAY,1
NAPA CELLARS CHARDONNAY MT VEEDR,1
NAPA CELLARS MERLOT NL,0
NAPA CELLARS PINOT NOIR,0
NAPA CELLARS SAUVIGNON BLANC,1
NAPA CELLARS ZINFANDEL NL,0
NEWMANS OWN CHARDONNAY,1
NEWMANS OWN MERLOT,0
NEWMANS OWN PINOT NOIR,0
SEAGLASS CHARDONNAY,1
